ID,name,website
485,"
Sunless Skies review
",https://www.pcgamer.com/sunless-skies-review/
486,"
Wargroove review
",https://www.pcgamer.com/wargroove-review/
487,"
Slay the Spire review
",https://www.pcgamer.com/slay-the-spire-review/
488,"
At the Gates review
",https://www.pcgamer.com/at-the-gates-review/
489,"
Turtle Beach Elite Atlas review
",https://www.pcgamer.com/turtle-beach-elite-atlas-review/
490,"
Resident Evil 2 review
",https://www.pcgamer.com/resident-evil-2-review/
491,"
Pikuniku review
",https://www.pcgamer.com/pikuniku-review/
492,"
Ace Combat 7: Skies Unknown review
",https://www.pcgamer.com/ace-combat-7-skies-unknown-review/
493,"
Onimusha: Warlords review
",https://www.pcgamer.com/onimusha-warlords-review/
494,"
Catherine Classic review
",https://www.pcgamer.com/catherine-classic-pc-review/
495,"
Rode NT-USB microphone review
",https://www.pcgamer.com/rode-nt-usb-microphone-review/
496,"
Kenshi review
",https://www.pcgamer.com/kenshi-review/
497,"
RimWorld review
",https://www.pcgamer.com/rimworld-review/
498,"
Nvidia GeForce RTX 2060 Review
",https://www.pcgamer.com/nvidia-geforce-rtx-2060-review/
499,"
DayZ review
",https://www.pcgamer.com/dayz-review/
500,"
Gris review
",https://www.pcgamer.com/gris-review/
501,"
Alienware m15 review
",https://www.pcgamer.com/alienware-m15-review/
502,"
Samson G-Track Pro USB microphone review
",https://www.pcgamer.com/samson-g-track-pro-usb-microphone-review/
503,"
Insurgency: Sandstorm review
",https://www.pcgamer.com/insurgency-sandstorm-review/
504,"
Ashen review
",https://www.pcgamer.com/ashen-review/
505,"
Below review
",https://www.pcgamer.com/below-review/
506,"
Parkitect review
",https://www.pcgamer.com/parkitect-review/
507,"
Lenovo Legion Y530 laptop review
",https://www.pcgamer.com/lenovo-legion-y530-laptop-review/
508,"
Dusk review
",https://www.pcgamer.com/dusk-review/
509,"
Walmart Overpowered DTW3 Gaming Desktop Review
",https://www.pcgamer.com/walmart-overpowered-dtw3-gaming-desktop-review/
510,"
Razer Nari Ultimate review
",https://www.pcgamer.com/razer-nari-ultimate-review/
511,"
Acer Predator 17 X Review
",https://www.pcgamer.com/acer-predator-17-x-review/
512,"
BLD by NZXT Review
",https://www.pcgamer.com/bld-by-nzxt-review/
513,"
Artifact review
",https://www.pcgamer.com/artifact-review/
514,"
Katamari Damacy Reroll review
",https://www.pcgamer.com/katamari-damacy-reroll-review/
515,"
Mutant Year Zero: Road to Eden review
",https://www.pcgamer.com/mutant-year-zero-road-to-eden-review/
516,"
Acer Aspire E 15 laptop review
",https://www.pcgamer.com/acer-aspire-e-15-laptop-review/
517,"
Killer7 review
",https://www.pcgamer.com/killer7-review/
518,"
Just Cause 4 review
",https://www.pcgamer.com/just-cause-4-review/
519,"
Warhammer 40,000: Mechanicus review
",https://www.pcgamer.com/warhammer-40000-mechanicus-review/
520,"
Darksiders 3 review
",https://www.pcgamer.com/darksiders-3-review/
521,"
Fallout 76 review
",https://www.pcgamer.com/fallout-76-review/
522,"
Underworld Ascendant review
",https://www.pcgamer.com/underworld-ascendant-review/
523,"
AMD Radeon RX 590 review
",https://www.pcgamer.com/amd-radeon-rx-590-review/
524,"
Overkill's The Walking Dead review
",https://www.pcgamer.com/overkills-the-walking-dead-review/
525,"
Razer Ornata Chroma review
",https://www.pcgamer.com/razer-ornata-chroma-review/
526,"
Battlefield 5 review
",https://www.pcgamer.com/battlefield-5-review/
527,"
MSI GF63 laptop review
",https://www.pcgamer.com/msi-gf63-laptop-review/
528,"
Hitman 2 review
",https://www.pcgamer.com/hitman-2-review/
529,"
Corsair Vengeance 5180 gaming PC review
",https://www.pcgamer.com/corsair-vengeance-5180-gaming-pc-review/
530,"
Call of Cthulhu review
",https://www.pcgamer.com/call-of-cthulhu-review/
531,"
EVGA GeForce RTX 2070 Black review
",https://www.pcgamer.com/evga-geforce-rtx-2070-black-review/
532,"
Football Manager 2019 review
",https://www.pcgamer.com/football-manager-2019-review/
533,"
ASUS ROG Strix GL12CX COD Edition review
",https://www.pcgamer.com/asus-rog-strix-gl12cx-cod-edition-review/
534,"
Bad North review
",https://www.pcgamer.com/bad-north-review/
535,"
Gigabyte X470 Aorus Gaming 7 Wi-Fi review
",https://www.pcgamer.com/gigabyte-x470-aorus-gaming-7-wi-fi-review/
536,"
Victrix Pro AF ANC review
",https://www.pcgamer.com/victrix-pro-af-anc-review/
537,"
Acer Swift 3 SF315-41 laptop review
",https://www.pcgamer.com/acer-swift-3-sf315-41-laptop-review/
538,"
Wandersong review
",https://www.pcgamer.com/wandersong-review/
539,"
Dreadnought review
",https://www.pcgamer.com/dreadnought-review/
540,"
Intel Core i7-9700K review
",https://www.pcgamer.com/intel-core-i7-9700k-review/
541,"
Exapunks review
",https://www.pcgamer.com/exapunks-review/
542,"
Corsair Crystal 280X RGB case review
",https://www.pcgamer.com/corsair-crystal-280x-rgb-case-review/
543,"
Soulcalibur 6 review
",https://www.pcgamer.com/soulcalibur-6-review/
544,"
Return of the Obra Dinn review
",https://www.pcgamer.com/return-of-the-obra-dinn-review/
545,"
Thronebreaker: The Witcher Tales review
",https://www.pcgamer.com/thronebreaker-the-witcher-tales-review/
546,"
Call of Duty: Black Ops 4 review
",https://www.pcgamer.com/call-of-duty-black-ops-4-review/
547,"
GeForce RTX 2070 Founders Edition review
",https://www.pcgamer.com/geforce-rtx-2070-founders-edition-review/
548,"
Razer Raiju Tournament Edition review
",https://www.pcgamer.com/razer-raiju-tournament-edition-review/
549,"
Corsair HS70 SE Wireless headphones review
",https://www.pcgamer.com/corsair-hs70-se-wireless-headphones-review/
550,"
FIFA 19 review
",https://www.pcgamer.com/fifa-19-review/
551,"
Logitech C920 webcam review
",https://www.pcgamer.com/logitech-c920-webcam-review/
552,"
Logitech G560 Lightsync speakers review
",https://www.pcgamer.com/logitech-g560-review/
553,"
Cooler Master MasterBox MB500 review
",https://www.pcgamer.com/cooler-master-masterbox-mb500-review/
554,"
Timespinner review
",https://www.pcgamer.com/timespinner-review/
555,"
Antec Kühler H2O K120 cooler review
",https://www.pcgamer.com/antec-kuhler-h2o-k120-cooler-review/
556,"
1More Triple Driver H1707 Headphones Review
",https://www.pcgamer.com/1more-1mejh0006-headphones-review/
557,"
Assassin's Creed Odyssey review
",https://www.pcgamer.com/assassins-creed-odyssey-review/
558,"
AOC Agon AG352UCG6 monitor review
",https://www.pcgamer.com/aoc-agon-ag352ucg6-monitor-review/
559,"
Fractal Design Define S2 case review
",https://www.pcgamer.com/fractal-design-define-s2-case-review/
560,"
Cooler Master Cosmos C700M case review
",https://www.pcgamer.com/cooler-master-cosmos-c700m-case-review/
561,"
Roccat Kone AIMO mouse review
",https://www.pcgamer.com/roccat-kone-aimo-mouse-review/
562,"
Pathfinder: Kingmaker review
",https://www.pcgamer.com/pathfinder-kingmaker-review/
563,"
Gigabyte Z370 Aorus Ultra Gaming 2.0 motherboard review
",https://www.pcgamer.com/gigabyte-z370-aorus-ultra-gaming-20-motherboard-review/
564,"
Star Control: Origins review
",https://www.pcgamer.com/star-control-origins-review/
565,"
The Bard's Tale 4: Barrows Deep review
",https://www.pcgamer.com/the-bards-tale-4-barrows-deep-review/
566,"
Forza Horizon 4 review
",https://www.pcgamer.com/forza-horizon-4-review/
567,"
Logitech G502 Hero review
",https://www.pcgamer.com/logitech-g502-hero-review/
568,"
Valkyria Chronicles 4 review
",https://www.pcgamer.com/valkyria-chronicles-4-review/
569,"
SteelSeries Arctis Pro + GameDAC headphones review
",https://www.pcgamer.com/steelseries-arctis-pro-gamedac-headphones-review/
570,"
Nvidia GeForce RTX 2080 Founders Edition review
",https://www.pcgamer.com/nvidia-geforce-rtx-2080-founders-edition-review/
571,"
ViewSonic VP3881 monitor review
",https://www.pcgamer.com/viewsonic-vp3881-monitor-review/
572,"
Destiny 2: Forsaken review
",https://www.pcgamer.com/destiny-2-forsaken-review/
573,"
Razer Panthera arcade fightstick review
",https://www.pcgamer.com/razer-panthera-arcade-fightstick-review/
574,"
Dell G7 15 gaming laptop review
",https://www.pcgamer.com/dell-g7-15-gaming-laptop-review/
575,"
Frozen Synapse 2 review
",https://www.pcgamer.com/frozen-synapse-2-review/
576,"
Intel SSD DC P4510 2TB SSD review
",https://www.pcgamer.com/intel-ssd-dc-p4510-2tb-ssd-review/
577,"
Megaquarium review
",https://www.pcgamer.com/megaquarium-review/
578,"
Dragon Quest 11: Echoes of an Elusive Age review
",https://www.pcgamer.com/dragon-quest-11-echoes-of-an-elusive-age-review/
579,"
Shadow of the Tomb Raider review
",https://www.pcgamer.com/shadow-of-the-tomb-raider-review/
580,"
TP-Link Deco M9 Plus mesh router review
",https://www.pcgamer.com/tp-link-deco-m9-plus-mesh-router-review/
581,"
TP-Link Archer C5400X gaming router review
",https://www.pcgamer.com/tp-link-archer-c5400x-gaming-router-review/
582,"
Pro Evolution Soccer 2019 review
",https://www.pcgamer.com/pro-evolution-soccer-2019-review/
583,"
Strange Brigade review
",https://www.pcgamer.com/strange-brigade-review/
584,"
Asus ROG Zephyrus M GM501 review
",https://www.pcgamer.com/asus-rog-zephyrus-m-gm501-review/
585,"
Planet Alpha review
",https://www.pcgamer.com/planet-alpha-review/
586,"
Logitech G Pro gaming headset review
",https://www.pcgamer.com/logitech-g-pro-gaming-headset-review/
587,"
Logitech Brio webcam review
",https://www.pcgamer.com/logitech-brio-webcam-review/
588,"
Two Point Hospital review
",https://www.pcgamer.com/two-point-hospital-review/
589,"
Not Tonight review
",https://www.pcgamer.com/not-tonight-review/
590,"
Donut County review
",https://www.pcgamer.com/donut-county-review/
591,"
Steelseries Arctis 7 review
",https://www.pcgamer.com/steelseries-arctis-7-review/
592,"
HyperX Cloud Alpha review
",https://www.pcgamer.com/hyperx-cloud-alpha-review/
593,"
Razer Blade 15 (2018) review
",https://www.pcgamer.com/razer-blade-15-review/
594,"
Death's Gambit review
",https://www.pcgamer.com/deaths-gambit-review/
595,"
World of Warcraft: Battle for Azeroth review
",https://www.pcgamer.com/world-of-warcraft-battle-for-azeroth-review/
596,"
Corsair K68 RGB keyboard review
",https://www.pcgamer.com/corsair-k68-rbg-keyboard-review/
597,"
Shenmue I & II review
",https://www.pcgamer.com/shenmue-i-and-ii-review/
598,"
F1 2018 review
",https://www.pcgamer.com/f1-2018-review/
599,"
Phantom Doctrine review
",https://www.pcgamer.com/phantom-doctrine-review/
600,"
We Happy Few review
",https://www.pcgamer.com/we-happy-few-review/
601,"
Unavowed review
",https://www.pcgamer.com/unavowed-review/
602,"
Monster Hunter: World review
",https://www.pcgamer.com/monster-hunter-world-review/
603,"
Overcooked 2 review
",https://www.pcgamer.com/overcooked-2-review/
604,"
Overload review
",https://www.pcgamer.com/overload-review/
605,"
Dead Cells review
",https://www.pcgamer.com/dead-cells-review/
606,"
Madden NFL 19 review
",https://www.pcgamer.com/madden-nfl-19-review/
607,"
Chasm review
",https://www.pcgamer.com/chasm-review/
608,"
This is the Police 2 review
",https://www.pcgamer.com/this-is-the-police-2-review/
609,"
Warhammer 40,000: Inquisitor—Martyr review
",https://www.pcgamer.com/warhammer-40000-inquisitormartyr-review/
610,"
Yakuza 0 review
",https://www.pcgamer.com/yakuza-0-review/
611,"
The Banner Saga 3 review
",https://www.pcgamer.com/the-banner-saga-3-review/
612,"
Earthfall review
",https://www.pcgamer.com/earthfall-review/
613,"
Far Cry 5: Lost on Mars review
",https://www.pcgamer.com/far-cry-5-lost-on-mars-review/
614,"
Warhammer 40,000 Gladius - Relics of War review
",https://www.pcgamer.com/warhammer-40000-gladius-relics-of-war-review/
615,"
MSI B350i Pro A/C motherboard review
",https://www.pcgamer.com/msi-b350i-pro-ac-motherboard-review/
616,"
Prey—Mooncrash review
",https://www.pcgamer.com/preymooncrash-review/
617,"
Roccat Khan AIMO headphones review
",https://www.pcgamer.com/roccat-khan-aimo-headphones-review/
618,"
Roccat Horde AIMO keyboard review
",https://www.pcgamer.com/roccat-horde-aimo-keyboard-review/
619,"
Cooler Master MasterBox Lite 5 RGB review
",https://www.pcgamer.com/cooler-master-masterbox-lite-5-rgb-review/
620,"
The Sims 4: Seasons review
",https://www.pcgamer.com/the-sims-4-seasons-review/
621,"
LG 27UD88 monitor review
",https://www.pcgamer.com/lg-27ud88-monitor-review/
622,"
Crash Bandicoot N. Sane Trilogy review
",https://www.pcgamer.com/crash-bandicoot-n-sane-trilogy-review/
623,"
SteelSeries Rival 600 mouse review
",https://www.pcgamer.com/steelseries-rival-600-mouse-review/
624,"
Lumines Remastered review
",https://www.pcgamer.com/lumines-remastered-review/
625,"
The Crew 2 review
",https://www.pcgamer.com/the-crew-2-review/
626,"
Razer Huntsman Elite review
",https://www.pcgamer.com/razer-huntsman-elite-review/
627,"
Wreckfest review
",https://www.pcgamer.com/wreckfest-review/
628,"
Gigabyte Aero 15X review
",https://www.pcgamer.com/gigabyte-aero-15x-review/
629,"
Toshiba RC100 NVMe SSD review: a tiny package with modest aspirations
",https://www.pcgamer.com/toshiba-rc100-nvme-ssd-review-a-tiny-package-with-modest-aspirations/
630,"
Jurassic World Evolution review
",https://www.pcgamer.com/jurassic-world-evolution-review/
631,"
Yoku’s Island Express review
",https://www.pcgamer.com/yokus-island-express-review/
632,"
Roccat Vulcan 120 review
",https://www.pcgamer.com/roccat-vulcan-120-review/
633,"
Terraria review
",https://www.pcgamer.com/terraria-review/
634,"
Moonlighter review
",https://www.pcgamer.com/moonlighter-review/
635,"
Vampyr review
",https://www.pcgamer.com/vampyr-review/
636,"
Bloodstained: Curse of the Moon review
",https://www.pcgamer.com/bloodstained-curse-of-the-moon-review/
637,"
Cultist Simulator review
",https://www.pcgamer.com/cultist-simulator-review/
638,"
EVE Online review
",https://www.pcgamer.com/eve-online-review/
639,"
Corsair Hydro H150i Pro RGB 360mm review
",https://www.pcgamer.com/corsair-hydro-h150i-pro-rgb-360mm-review/
640,"
League of Legends review
",https://www.pcgamer.com/league-of-legends-review/
641,"
AMD Ryzen 5 2600X review
",https://www.pcgamer.com/amd-ryzen-5-2600x-review/
642,"
Sennheiser GSP 600 headphones review
",https://www.pcgamer.com/sennheiser-gsp-600-headphones-review/
643,"
Dell UP3218K monitor review: a staggering 8K IPS display
",https://www.pcgamer.com/dell-up3218k-monitor-review-a-staggering-8k-ips-display/
644,"
Path of Exile review
",https://www.pcgamer.com/path-of-exile-review/
645,"
Dota 2 review
",https://www.pcgamer.com/dota-2-review/
646,"
Warframe review
",https://www.pcgamer.com/warframe-review/
647,"
Old School Runescape review
",https://www.pcgamer.com/old-school-runescape-review/
648,"
Hearthstone review
",https://www.pcgamer.com/hearthstone-review/
649,"
MSI GS65 Stealth Thin review
",https://www.pcgamer.com/msi-gs65-stealth-thin-review/
650,"
State of Decay 2 review
",https://www.pcgamer.com/state-of-decay-2-review/
651,"
Conan Exiles review
",https://www.pcgamer.com/conan-exiles-review/
652,"
Forgotton Anne review
",https://www.pcgamer.com/forgotton-anne-review/
653,"
Super Mega Baseball 2 review
",https://www.pcgamer.com/super-mega-baseball-2-review/
654,"
Murderous Pursuits review
",https://www.pcgamer.com/murderous-pursuits-review/
655,"
Pillars of Eternity 2: Deadfire review
",https://www.pcgamer.com/pillars-of-eternity-2-deadfire-review/
656,"
NZXT H400i micro-ATX case review
",https://www.pcgamer.com/nzxt-h400i-micro-atx-case-review/
657,"
Dead in Vinland review
",https://www.pcgamer.com/dead-in-vinland-review/
658,"
Razer Basilisk gaming mouse review
",https://www.pcgamer.com/razer-basilisk-gaming-mouse-review/
659,"
Total War Saga: Thrones of Britannia review
",https://www.pcgamer.com/total-war-saga-thrones-of-britannia-review/
660,"
Logitech MX Sound 2.0 speakers review
",https://www.pcgamer.com/logitech-mx-sound-20-speakers-review/
661,"
For the King review
",https://www.pcgamer.com/for-the-king-review/
662,"
Adata XPG EMIX H30 headset review
",https://www.pcgamer.com/adata-xpg-emix-h30-headset-review/
663,"
Samsung 970 Evo review: we're close to maxing out PCIe x4
",https://www.pcgamer.com/samsung-970-evo-review-were-close-to-maxing-out-pcie-x4/
664,"
ViewSonic VP3268-4K monitor review
",https://www.pcgamer.com/viewsonic-vp3268-4k-monitor-review/
665,"
The Swords of Ditto review
",https://www.pcgamer.com/the-swords-of-ditto-review/
666,"
BattleTech review
",https://www.pcgamer.com/battletech-review/
667,"
Asus ROG Strix Z370-G Gaming motherboard review
",https://www.pcgamer.com/asus-rog-strix-z370-g-gaming-motherboard-review/
668,"
Frostpunk review
",https://www.pcgamer.com/frostpunk-review/
669,"
AMD Ryzen 7 2700X is better than its predecessors in every way
",https://www.pcgamer.com/amd-ryzen-7-2700x-is-better-than-its-predecessors-in-every-way/
670,"
Crucial MX500 SSD review
",https://www.pcgamer.com/crucial-mx500-ssd-review/
671,"
Lenovo Explorer mixed reality headset review
",https://www.pcgamer.com/lenovo-explorer-mixed-reality-headset-review/
672,"
The Pillars of the Earth review
",https://www.pcgamer.com/the-pillars-of-the-earth-review/
673,"
Fortnite review
",https://www.pcgamer.com/fortnite-review/
674,"
Extinction review
",https://www.pcgamer.com/extinction-review/
675,"
Minit review
",https://www.pcgamer.com/minit-review/
676,"
Far Cry 5 review
",https://www.pcgamer.com/far-cry-5-review/
677,"
Sea of Thieves review
",https://www.pcgamer.com/sea-of-thieves-pc-review/
678,"
A Way Out review
",https://www.pcgamer.com/a-way-out-review/
679,"
Octahedron review
",https://www.pcgamer.com/octahedron-review/
680,"
Northgard review
",https://www.pcgamer.com/northgard-review/
681,"
Ni No Kuni 2: Revenant Kingdom Review
",https://www.pcgamer.com/ni-no-kuni-2-revenant-kingdom-review/
682,"
Surviving Mars review
",https://www.pcgamer.com/surviving-mars-review/
683,"
Kerbal Space Program: Making History review
",https://www.pcgamer.com/kerbal-space-program-making-history-review/
684,"
Final Fantasy 15 review
",https://www.pcgamer.com/final-fantasy-15-pc-review/
685,"
Warhammer: Vermintide 2 review
",https://www.pcgamer.com/warhammer-vermintide-2-review/
686,"
Full Metal Furies review
",https://www.pcgamer.com/full-metal-furies-review/
687,"
Intel's Optane SSD 800p is fast, expensive, and too small
",https://www.pcgamer.com/intel-optane-ssd-800p-review/
688,"
Chuchel review
",https://www.pcgamer.com/chuchel-reivew/
689,"
Where The Water Tastes Like Wine review
",https://www.pcgamer.com/where-the-water-tastes-like-wine-review/
690,"
The Station review
",https://www.pcgamer.com/the-station-review/
691,"
A Case of Distrust review
",https://www.pcgamer.com/a-case-of-distrust-review/
692,"
Fortnite: Save the World review
",https://www.pcgamer.com/fortnite-review/
693,"
Into the Breach review
",https://www.pcgamer.com/into-the-breach-review/
694,"
Metal Gear Survive review
",https://www.pcgamer.com/metal-gear-survive-review/
695,"
All Walls Must Fall review
",https://www.pcgamer.com/all-walls-must-fall-review/
696,"
Age of Empires: Definitive Edition review
",https://www.pcgamer.com/age-of-empires-definitive-edition-review/
697,"
Secret of Mana review
",https://www.pcgamer.com/secret-of-mana-review/
698,"
Rust review
",https://www.pcgamer.com/rust-review/
699,"
Ryzen 3 2200G is great for extreme budget gaming and HTPC use
",https://www.pcgamer.com/amd-ryzen-3-2200g-review/
700,"
Final Fantasy XII: The Zodiac Age review
",https://www.pcgamer.com/final-fantasy-xii-the-zodiac-age-review/
701,"
Aegis Defenders review
",https://www.pcgamer.com/aegis-defenders-review/
702,"
Kingdom Come: Deliverance review
",https://www.pcgamer.com/kingdom-come-deliverance-review/
703,"
Crossing Souls review
",https://www.pcgamer.com/crossing-souls-review/
704,"
AMD's Ryzen 5 2400G is a good option for a budget gaming PC
",https://www.pcgamer.com/amd-ryzen-5-2400g-review/
705,"
Civilization 6: Rise and Fall review
",https://www.pcgamer.com/civilization-6-rise-and-fall-review/
706,"
Dandara review
",https://www.pcgamer.com/dandara-review/
707,"
Lost Sphear review
",https://www.pcgamer.com/lost-sphear-review/
708,"
Dragon Ball FighterZ review
",https://www.pcgamer.com/dragon-ball-fighterz-review/
709,"
Subnautica review
",https://www.pcgamer.com/subnautica-review/
710,"
Life Is Strange: Before The Storm review
",https://www.pcgamer.com/life-is-strange-before-the-storm-review/
711,"
Tartarus review
",https://www.pcgamer.com/tartarus-review/
712,"
Celeste review
",https://www.pcgamer.com/celeste-review/
713,"
PlayerUnknown's Battlegrounds review
",https://www.pcgamer.com/pubg-review/
714,"
Intel's SSD 760p is an excellent budget NVMe drive
",https://www.pcgamer.com/intel-ssd-760p-512gb-review/
715,"
Samsung's 860 Evo returns to the SATA battle royale
",https://www.pcgamer.com/samsung-860-evo-review/
716,"
Iconoclasts review
",https://www.pcgamer.com/iconoclasts-review/
717,"
The Red Strings Club review
",https://www.pcgamer.com/the-red-strings-club-review/
718,"
Logitech G613 wireless mechanical keyboard review
",https://www.pcgamer.com/logitech-g613-wireless-mechanical-keyboard-review/
719,"
Yorkshire Gubbins review
",https://www.pcgamer.com/yorkshire-gubbins-review/
720,"
SpellForce 3 review
",https://www.pcgamer.com/spellforce-3-review/
721,"
Hello Neighbor review
",https://www.pcgamer.com/hello-neighbor-review/
722,"
Opus Magnum review
",https://www.pcgamer.com/opus-magnum-review/
723,"
Gang Beasts review
",https://www.pcgamer.com/gang-beasts-review/
724,"
Bridge Constructor Portal review
",https://www.pcgamer.com/bridge-constructor-portal-review/
725,"
Gorogoa review
",https://www.pcgamer.com/goragoa-review/
726,"
Shadowhand review
",https://www.pcgamer.com/shadowhand-review/
727,"
Okami HD review
",https://www.pcgamer.com/okami-hd-review/
728,"
Reigns: Her Majesty review
",https://www.pcgamer.com/reigns-her-majesty-review/
729,"
Battlerite review
",https://www.pcgamer.com/battlerite-review/
730,"
Seven: The Days Long Gone review
",https://www.pcgamer.com/seven-days-long-gone-review/
731,"
World of Final Fantasy review
",https://www.pcgamer.com/world-of-final-fantasy-review/
732,"
Oh My Godheads review
",https://www.pcgamer.com/oh-my-godheads-review/
733,"
Injustice 2 review
",https://www.pcgamer.com/injustice-2-pc-review/
734,"
Outcast: Second Contact review
",https://www.pcgamer.com/outcast-second-contact-review/
735,"
Star Wars Battlefront 2 review
",https://www.pcgamer.com/star-wars-battlefront-2-pc-review/
736,"
Uurnog Uurnlimited Review
",https://www.pcgamer.com/uurnog-uurnlimited-review/
737,"
Need For Speed Payback review
",https://www.pcgamer.com/need-for-speed-payback-review/
738,"
Sonic Forces review
",https://www.pcgamer.com/sonic-forces-review/
739,"
Nioh review
",https://www.pcgamer.com/nioh-pc-review/
740,"
Football Manager 2018 review
",https://www.pcgamer.com/football-manager-2018-review/
741,"
Elex review
",https://www.pcgamer.com/elex-review/
742,"
Hand of Fate 2 review
",https://www.pcgamer.com/hand-of-fate-2-review/
743,"
Call of Duty: WWII review
",https://www.pcgamer.com/call-of-duty-wwii-review/
744,"
AER: Memories of Old review
",https://www.pcgamer.com/aer-memories-of-old-review/
745,"
The GeForce GTX 1070 Ti brings a strong sense of déjà vu
",https://www.pcgamer.com/geforce-gtx-1070-ti-review/
746,"
Dujanah review
",https://www.pcgamer.com/dujanah-review/
747,"
Assassin's Creed Origins review
",https://www.pcgamer.com/assassins-creed-origins-pc-review/
748,"
Inmates review
",https://www.pcgamer.com/inmates-review/
749,"
Wunderdoktor review
",https://www.pcgamer.com/wunderdoktor-review/
750,"
Intel's Optane SSD 900P is the new king of the SSD hill
",https://www.pcgamer.com/intel-optane-ssd-900p-280gb-review/
751,"
Destiny 2 review
",https://www.pcgamer.com/destiny-2-review/
752,"
Oriental Empires review
",https://www.pcgamer.com/oriental-empires-review/
753,"
Wolfenstein 2: The New Colossus review
",https://www.pcgamer.com/wolfenstein-2-the-new-colossus-review/
754,"
Battle Chasers: Nightwar review
",https://www.pcgamer.com/battle-chasers-nightwar-review/
755,"
A Mortician's Tale review
",https://www.pcgamer.com/a-morticians-tale-review/
756,"
Rogue Trooper Redux review
",https://www.pcgamer.com/rogue-trooper-redux-review/
757,"
South Park: The Fractured But Whole review
",https://www.pcgamer.com/south-park-the-fractured-but-whole-review/
758,"
Overgrowth review
",https://www.pcgamer.com/overgrowth-review/
759,"
The Evil Within 2 review
",https://www.pcgamer.com/the-evil-within-2-review/
760,"
A Hat in Time review
",https://www.pcgamer.com/a-hat-in-time-review/
761,"
Deadbeat Heroes review
",https://www.pcgamer.com/deadbeat-heroes-review/
762,"
FIFA 18 review
",https://www.pcgamer.com/fifa-18-review/
763,"
Intel i5-8400 review - the best new gaming CPU in years
",https://www.pcgamer.com/intel-i5-8400-review-the-best-new-gaming-cpu-in-years/
764,"
Intel Core i7-8700K review
",https://www.pcgamer.com/intels-8th-gen-processors-deliver-a-huge-jump-in-performance/
765,"
Middle-earth: Shadow of War review
",https://www.pcgamer.com/middle-earth-shadow-of-war-review/
766,"
Forza Motorsport 7 review
",https://www.pcgamer.com/forza-motorsport-7-review/
767,"
Tooth and Tail review
",https://www.pcgamer.com/tooth-and-tail-review/
768,"
Cuphead review
",https://www.pcgamer.com/cuphead-review/
769,"
Hob review
",https://www.pcgamer.com/hob-review/
770,"
Ruiner review
",https://www.pcgamer.com/ruiner-review/
771,"
Marvel vs Capcom: Infinite review
",https://www.pcgamer.com/marvel-vs-capcom-infinite-review/
772,"
Intel Core i9-7960X review: 16-cores at $105 each
",https://www.pcgamer.com/intel-core-i9-7960x-review-16-cores-at-105-each/
773,"
Intel Core i9-7980XE review: an incredibly fast CPU, but gamers don't need it
",https://www.pcgamer.com/intel-core-i9-7980xe-review-an-incredibly-fast-cpu-but-gamers-dont-need-it/
774,"
Total War: Warhammer 2 review
",https://www.pcgamer.com/total-war-warhammer-2-review/
775,"
Heat Signature review
",https://www.pcgamer.com/heat-signature-review/
776,"
Divinity: Original Sin 2 review
",https://www.pcgamer.com/divinity-original-sin-2-review/
777,"
Last Day of June review
",https://www.pcgamer.com/last-day-of-june-review/
778,"
Pro Evolution Soccer 2018 review
",https://www.pcgamer.com/pro-evolution-soccer-2018-review/
779,"
Acer Predator 21 X Review
",https://www.pcgamer.com/acer-predator-21-x-review/
780,"
Dishonored: Death of the Outsider review
",https://www.pcgamer.com/dishonored-death-of-the-outsider-review/
781,"
Project Cars 2 review
",https://www.pcgamer.com/project-cars-2-review/
782,"
Ark: Survival Evolved review
",https://www.pcgamer.com/ark-survival-evolved-review/
783,"
Sonic Mania review
",https://www.pcgamer.com/sonic-mania-review/
784,"
Absolver review
",https://www.pcgamer.com/absolver-review/
785,"
MSI X299 Gaming M7 ACK motherboard review
",https://www.pcgamer.com/msi-x299-gaming-m7-ack-motherboard-review/
786,"
XCOM 2: War of the Chosen review
",https://www.pcgamer.com/xcom-2-war-of-the-chosen-review/
787,"
Observer review
",https://www.pcgamer.com/observer-review/
788,"
F1 2017 review
",https://www.pcgamer.com/f1-2017-review/
789,"
Nidhogg 2 review
",https://www.pcgamer.com/nidhogg-2-review/
790,"
AMD Radeon RX Vega 64 review
",https://www.pcgamer.com/amd-radeon-rx-vega-64-review/
791,"
Rez Infinite review
",https://www.pcgamer.com/rez-infinite-review/
792,"
Agents of Mayhem review
",https://www.pcgamer.com/agents-of-mayhem-review/
793,"
LawBreakers review
",https://www.pcgamer.com/lawbreakers-review/
794,"
West of Loathing review
",https://www.pcgamer.com/west-of-loathing-review/
795,"
Corsair Glaive RGB Aluminum review
",https://www.pcgamer.com/corsair-glaive-rgb-aluminum-review/
796,"
Hellblade: Senua's Sacrifice review
",https://www.pcgamer.com/hellblade-senuas-sacrifice-review/
797,"
Slime Rancher review
",https://www.pcgamer.com/slime-rancher-review/
798,"
ViewSonic XG2703-GS gaming monitor review
",https://www.pcgamer.com/viewsonic-xg2703-gs-gaming-monitor-review/
799,"
The Long Dark review
",https://www.pcgamer.com/the-long-dark-review/
800,"
Tacoma review
",https://www.pcgamer.com/tacoma-review/
801,"
Behold The Kickmen review
",https://www.pcgamer.com/behold-the-kickmen-review/
